customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,SatisfactionScore,CustomerSupportCalls,PaymentTimeliness,LifetimeValue,AverageDailyUsage,Email
sdv-id-uPLwrX,1,0,1,0,50,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),82.56,6472.37,0,24,Low,8,Late,1947.530390285929,2.13,user895@sample.com
sdv-id-dDpTGj,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,39.77,28.66,1,14,Low,7,On-time,3020.0196060887074,2.04,user896@example.com
sdv-id-mlivrI,1,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,22.72,51.2,0,18,Low,9,On-time,3728.156196173366,3.29,user897@sample.com
sdv-id-ynEuLu,1,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Mailed check,71.69,71.18,0,40,Low,3,On-time,3004.305970520281,3.23,user898@test.org
sdv-id-ACIIvM,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),24.0,18.8,0,55,High,4,On-time,800.5355752036602,4.63,user899@example.com
sdv-id-AfGKcd,1,1,0,0,54,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Electronic check,96.29,1679.74,0,73,Low,6,On-time,1571.0154971360348,3.21,user900@sample.com
sdv-id-cecjZx,1,0,1,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,23.17,1666.66,0,44,High,5,On-time,3633.842724584458,3.41,user901@example.com
sdv-id-LOjBSd,1,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,58.46,29.28,1,69,Low,8,Late,3563.413755290323,2.76,user902@demo.net
sdv-id-WYumNd,1,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,47.23,110.94,0,32,Low,3,On-time,2148.8405516613257,4.92,user903@demo.net
sdv-id-tQuaYv,0,0,0,0,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.81,950.89,0,38,Low,1,On-time,1270.9262621528753,1.29,user904@test.org
sdv-id-Gymtnn,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.37,18.8,0,38,Low,0,On-time,1235.0788171582726,3.73,user905@demo.net
sdv-id-msXERe,0,0,0,0,31,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),22.12,1563.39,0,21,High,9,On-time,2268.5507503214944,4.84,user906@demo.net
sdv-id-cRbTce,0,1,0,0,9,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),84.38,321.45,0,63,Low,3,On-time,1013.6879927246641,4.5,user907@gmail.com
sdv-id-hqPzZL,0,0,0,0,16,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,85.24,1359.37,1,31,Low,5,Late,2332.420660454019,2.36,user908@sample.com
sdv-id-BqduCF,1,1,0,0,2,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Mailed check,52.35,77.39,1,75,Low,5,Late,893.3047679028053,1.03,user909@example.com
sdv-id-wlzlSD,0,0,0,0,48,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.35,1433.06,1,39,Low,5,On-time,1857.5788660787848,1.14,user910@sample.com
sdv-id-OHNODu,0,0,0,0,47,1,1,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),76.22,1575.26,0,27,Low,7,On-time,2380.4965922189385,4.25,user911@sample.com
sdv-id-JjaUaf,0,0,0,0,18,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,107.85,5369.79,0,32,Low,1,On-time,1911.7178362015413,4.97,user912@sample.com
sdv-id-LOrXha,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),86.01,843.2,1,26,Low,8,Late,3490.110173757618,4.58,user913@example.com
sdv-id-YmhgGN,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,86.29,367.02,1,24,High,6,On-time,839.4211511407631,4.69,user914@demo.net
sdv-id-StVGjT,1,0,0,0,61,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.46,1447.63,0,38,Low,8,On-time,784.5012603731035,1.27,user915@demo.net
sdv-id-FiQeha,1,0,1,1,71,1,1,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),103.34,5360.48,0,56,Low,8,Late,2796.084802364584,2.44,user916@test.org
sdv-id-DPmeFe,1,0,0,0,15,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,21.94,287.45,0,22,Low,6,On-time,4254.360484590546,4.37,user917@example.com
sdv-id-ePqQiH,1,0,1,1,69,1,0,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),90.47,6350.38,0,34,Low,4,On-time,1947.721856009175,2.36,user918@demo.net
sdv-id-fRsJYu,0,0,1,1,7,1,1,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,58.36,483.03,1,59,Low,5,Late,3593.0923027727704,1.41,user919@gmail.com
sdv-id-pSoRsN,1,1,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,99.34,998.66,1,72,Low,6,On-time,3223.775484389431,1.95,user920@demo.net
sdv-id-tiFFKx,0,0,1,1,2,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),78.0,343.73,1,35,Low,0,On-time,59.77883064604446,4.91,user921@sample.com
sdv-id-SLioqs,1,1,1,0,30,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),82.07,224.32,1,68,Low,9,Late,505.6807580563438,1.15,user922@test.org
sdv-id-nnZScO,0,0,1,1,34,1,0,DSL,0,1,0,0,0,0,Two year,1,Mailed check,45.23,1401.85,0,36,High,5,Late,3366.972985216112,2.26,user923@gmail.com
sdv-id-ulZkoX,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,98.29,358.95,1,67,High,7,Late,74.55437748508777,2.16,user924@example.com
sdv-id-poSbli,1,0,1,0,28,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,18.89,998.33,0,33,High,1,On-time,4207.608139093047,4.39,user925@sample.com
sdv-id-OhfPHl,0,0,0,0,12,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,76.25,391.36,1,36,Low,7,Late,84.48836541625448,4.62,user926@demo.net
sdv-id-NrWIbG,0,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.77,1474.64,0,14,High,8,Late,2035.2753563874628,3.16,user927@test.org
sdv-id-yzgcso,1,0,0,0,56,0,0,DSL,1,1,1,0,0,1,One year,1,Credit card (automatic),51.2,2830.42,1,17,Low,5,Late,3412.1403446107947,1.38,user928@test.org
sdv-id-ydwiLZ,1,0,0,0,70,0,0,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),54.71,3801.61,0,39,Low,0,On-time,721.1721624376535,1.25,user929@gmail.com
sdv-id-UnqSKw,1,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,22.2,477.41,0,39,Low,3,On-time,4718.02148392438,4.04,user930@demo.net
sdv-id-iTchwz,0,1,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,83.63,207.45,1,77,Low,9,Late,944.3743043169994,1.2,user931@demo.net
sdv-id-RRCNJe,1,0,1,0,41,0,0,DSL,1,0,0,0,1,1,One year,0,Credit card (automatic),56.53,3829.1,0,37,Low,1,On-time,2450.57799954403,4.09,user932@test.org
sdv-id-omuKpA,0,0,1,0,58,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),22.03,2422.86,0,34,High,9,On-time,1279.587170165842,1.08,user933@demo.net
sdv-id-ndxAQy,1,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,60.57,1507.78,1,20,Low,8,Late,56.639649584388195,3.59,user934@example.com
sdv-id-JyRwkz,0,1,0,0,18,0,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,79.39,2055.58,0,60,High,7,On-time,2816.98070974738,3.49,user935@test.org
sdv-id-vRfxFh,1,0,0,0,17,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),21.47,640.95,0,50,High,9,On-time,2316.826230293431,3.91,user936@gmail.com
sdv-id-IUSMaJ,0,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),105.93,8224.22,1,62,Low,8,Late,1111.7988660285484,4.04,user937@sample.com
sdv-id-fUJDyW,1,0,0,0,59,1,0,DSL,1,1,1,0,0,1,One year,1,Electronic check,94.05,3314.27,0,39,Low,3,On-time,377.81602771009943,1.38,user938@demo.net
sdv-id-UmSnMM,0,0,1,0,61,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.89,1216.09,0,33,Low,3,On-time,2574.3255669939313,1.7,user939@example.com
sdv-id-fgsmek,1,0,1,1,23,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.94,251.9,1,37,Low,0,On-time,82.86789065912852,4.45,user940@example.com
sdv-id-yHYlUy,0,1,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,48.27,135.82,0,66,Low,6,On-time,1787.9223765139127,3.03,user941@example.com
sdv-id-LbzlxO,1,0,1,1,47,1,0,DSL,1,0,1,1,0,1,Two year,0,Mailed check,75.32,1244.77,0,54,Low,2,On-time,1170.424763023536,4.64,user942@sample.com
sdv-id-JrCfCZ,0,0,1,1,53,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.21,1363.25,0,29,Low,9,On-time,1143.3055654040984,3.12,user943@sample.com
sdv-id-BtaIXT,1,1,1,0,27,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,100.41,506.33,1,69,Low,2,Late,86.06053437839425,1.76,user944@example.com
sdv-id-ixoWcT,1,0,1,0,46,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.19,7694.7,0,55,Low,4,On-time,648.1515069306063,1.73,user945@test.org
sdv-id-FTjmjv,0,1,1,0,69,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Credit card (automatic),84.82,6113.16,0,68,Low,1,Late,1998.2207232447568,2.04,user946@example.com
sdv-id-vxfaaT,0,1,1,1,39,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),104.78,7046.99,0,70,High,4,On-time,928.4962131358495,4.54,user947@gmail.com
sdv-id-rHrfnS,0,1,0,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),85.46,3942.85,1,66,Low,0,On-time,90.35410142422336,1.01,user948@demo.net
sdv-id-godvsR,0,1,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),103.25,6202.85,1,68,Low,1,On-time,56.46742790782916,1.13,user949@sample.com
sdv-id-hzsDdS,1,0,1,1,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.18,151.55,0,33,Low,0,On-time,5168.484445542476,1.23,user950@gmail.com
sdv-id-AvLYoX,0,0,1,1,66,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Credit card (automatic),98.52,2517.79,0,37,Low,9,On-time,3146.5010051763143,4.53,user951@demo.net
sdv-id-AdNWvq,0,0,0,0,17,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.78,275.43,0,51,Low,5,On-time,2647.201175685674,4.13,user952@sample.com
sdv-id-LBGbKT,1,0,1,1,55,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Credit card (automatic),100.15,7857.34,1,30,Low,6,On-time,1077.3840033213144,2.37,user953@demo.net
sdv-id-YlussU,0,1,1,0,69,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),103.34,7696.0,1,66,Low,1,On-time,1640.7311383159233,1.12,user954@gmail.com
sdv-id-pzgLWb,1,0,1,0,68,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.69,8625.37,1,32,High,9,Late,76.72225191098207,1.13,user955@sample.com
sdv-id-OPSzHR,1,0,0,0,2,1,0,No,0,0,1,0,0,0,Month-to-month,0,Mailed check,86.2,986.32,0,30,High,0,On-time,1704.8616447995228,2.85,user956@demo.net
sdv-id-wfNHIP,1,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),22.69,2411.07,0,56,Low,2,Late,897.3153002182158,2.52,user957@example.com
sdv-id-JTDLyr,1,1,0,0,19,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,109.63,1879.0,1,66,Low,6,On-time,1990.0607367628938,1.49,user958@example.com
sdv-id-sqDEDb,0,0,0,0,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,18.66,804.87,0,20,Low,4,Late,799.3722932109548,1.65,user959@example.com
sdv-id-vityVN,0,0,0,0,20,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,0,Electronic check,93.49,1529.95,0,43,Low,1,On-time,1712.2421372071403,3.82,user960@test.org
sdv-id-jDEbYu,0,1,0,0,50,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),77.07,2671.98,0,60,Low,1,Late,1877.6998620946092,1.7,user961@test.org
sdv-id-FqwOtx,0,0,1,0,43,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.82,4881.47,1,53,Low,3,Late,73.73535252111978,1.63,user962@sample.com
sdv-id-KpXfBY,0,0,1,1,67,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),64.77,2383.32,0,36,Low,6,On-time,1312.1715986658592,4.22,user963@gmail.com
sdv-id-eYCfML,0,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.14,8684.8,0,14,High,5,On-time,2487.474696700633,4.92,user964@gmail.com
sdv-id-wLMBoC,1,0,0,1,33,1,0,DSL,0,0,1,0,1,1,One year,1,Mailed check,69.58,2146.56,0,27,Low,9,On-time,3144.351625727083,3.2,user965@gmail.com
sdv-id-CdIqxo,1,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),51.2,7020.65,0,35,Low,9,On-time,3304.0221905277554,2.72,user966@gmail.com
sdv-id-XeEyiN,0,0,1,0,54,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.66,1607.18,1,36,Low,5,Late,3414.6194188991094,1.46,user967@example.com
sdv-id-sRrqWN,0,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,22.04,120.06,0,70,Low,7,On-time,741.2189529234629,2.08,user968@demo.net
sdv-id-nJrTHj,0,1,1,0,33,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),115.55,2576.8,1,72,High,9,Late,76.39131242365826,1.89,user969@gmail.com
sdv-id-DmPrsG,0,0,1,0,5,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.74,1726.68,0,36,Low,1,Late,2872.70948196789,3.6,user970@demo.net
sdv-id-UgpNyI,1,1,0,0,43,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,84.66,1179.04,0,75,Low,5,On-time,2181.99437325012,3.11,user971@demo.net
sdv-id-dLovlW,1,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),73.28,194.77,1,36,Low,6,On-time,1217.5282250865662,3.16,user972@example.com
sdv-id-LlmeTl,1,0,0,0,23,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),77.16,1772.46,0,39,Low,9,Late,3106.6218918697496,4.74,user973@demo.net
sdv-id-nnZeJy,1,0,1,1,21,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,23.92,210.09,0,34,Low,1,On-time,2630.1672510909875,2.45,user974@test.org
sdv-id-mXaDYX,0,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),88.57,3454.99,0,65,High,6,On-time,561.0605726198777,2.38,user975@example.com
sdv-id-wdTKCO,1,0,0,0,30,1,0,DSL,0,1,0,0,0,0,One year,1,Electronic check,54.34,401.3,0,21,High,6,On-time,1626.9236291558693,2.76,user976@sample.com
sdv-id-lPBoUb,1,0,1,1,65,0,0,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),41.95,1411.45,0,19,Low,3,On-time,3943.409478110817,3.46,user977@sample.com
sdv-id-hoMKWa,0,0,0,0,7,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),89.81,1058.89,1,29,High,9,On-time,62.193933944106305,1.89,user978@example.com
sdv-id-hSiVWT,0,1,1,0,43,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.67,1763.92,0,66,Low,3,On-time,1426.362852226958,1.96,user979@demo.net
sdv-id-fRmPTR,1,0,1,0,72,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),70.56,5536.48,0,35,Low,4,On-time,2600.6339988854725,1.89,user980@gmail.com
sdv-id-IPXKmu,1,0,0,0,49,0,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,49.52,3549.82,0,31,Low,0,On-time,1199.1688354926487,3.03,user981@gmail.com
sdv-id-rIAiRE,0,0,1,1,36,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),21.8,751.19,0,32,High,6,On-time,2836.7402671367213,4.26,user982@example.com
sdv-id-ZNqkfT,1,1,1,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Mailed check,96.98,18.8,0,71,Low,2,On-time,1961.0539401222416,2.03,user983@gmail.com
sdv-id-VUvbjq,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.52,152.08,0,29,Low,5,On-time,1694.5326072989276,3.77,user984@demo.net
sdv-id-wyWqhn,0,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,76.01,168.52,0,77,High,6,On-time,3216.688576842903,1.33,user985@example.com
sdv-id-LyqEtp,0,0,0,0,56,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),81.47,1235.45,1,24,Low,7,On-time,1027.1397188436188,1.56,user986@gmail.com
sdv-id-pKYQkH,0,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),92.59,1266.63,1,35,Low,8,On-time,2107.3278325757,1.47,user987@gmail.com
sdv-id-qRJGGO,0,0,1,1,54,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),18.25,1458.69,0,30,Low,3,On-time,1597.8869785550637,2.46,user988@sample.com
sdv-id-KCLWnn,1,0,1,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.99,1502.8,0,43,High,3,On-time,790.9630489510187,2.5,user989@gmail.com
sdv-id-arzEVh,1,0,0,0,54,1,1,DSL,1,1,0,1,0,1,One year,1,Electronic check,82.99,5087.11,1,24,High,7,Late,1539.5836166859372,4.24,user990@sample.com
sdv-id-NHjObe,0,1,1,0,15,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.75,2897.98,1,66,Low,6,On-time,1268.7421055466612,1.02,user991@gmail.com
sdv-id-LdMvzC,0,0,0,0,53,0,0,DSL,0,1,1,0,0,0,One year,0,Mailed check,77.07,1194.08,0,44,Low,1,Late,2886.3163447850184,1.59,user992@gmail.com
sdv-id-FxVtQn,0,0,0,0,19,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,93.26,2078.17,0,22,Low,5,Late,2682.214841794463,4.96,user993@sample.com
sdv-id-INTLry,0,0,1,1,49,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.29,5979.16,1,33,Low,5,Late,82.65086531260317,2.3,user994@demo.net
sdv-id-arSYEP,1,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,54.79,185.87,1,60,Low,2,Late,56.76213316211121,2.08,user995@demo.net
sdv-id-YffUUY,1,0,0,0,59,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Credit card (automatic),100.34,6563.44,0,47,High,1,On-time,1893.3867494302121,2.54,user996@example.com
sdv-id-WuoiWi,0,1,0,0,8,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,81.77,1912.34,1,61,Low,9,On-time,2133.310231553003,1.28,user997@sample.com
sdv-id-WSBKob,0,0,0,0,67,1,0,DSL,1,1,0,0,0,0,Two year,0,Mailed check,53.61,1595.65,0,33,Low,8,On-time,3413.9256992898368,2.66,user998@gmail.com
sdv-id-IBzTaD,1,0,1,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.7,880.89,1,53,Low,6,Late,626.3174403236161,3.68,user999@example.com
sdv-id-YmJuuK,0,0,1,1,2,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.77,1606.02,1,31,Low,3,On-time,70.79142785037831,3.34,user1000@example.com
sdv-id-Fbwdcv,0,1,0,0,66,0,0,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),54.76,1221.0,0,66,High,2,Late,2617.2766974087695,3.93,user1001@demo.net
sdv-id-ssmwNa,1,0,1,0,10,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),87.05,6842.25,0,29,Low,0,On-time,1738.4457553630398,2.73,user1002@example.com
sdv-id-mYtlSn,0,0,1,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,21.06,241.74,0,36,Low,7,On-time,2113.270778491583,3.99,user1003@test.org
sdv-id-KNELoH,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.25,18.8,0,16,Low,9,On-time,2959.195357949067,3.83,user1004@gmail.com
sdv-id-eEbgbj,0,0,1,0,57,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),105.61,8434.84,0,25,Low,4,Late,2819.267528625627,1.63,user1005@test.org
sdv-id-vpbJrf,0,1,1,0,21,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),66.33,264.62,1,69,High,4,Late,2556.30253346232,4.91,user1006@demo.net
sdv-id-kTAouE,1,1,0,0,18,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.58,758.9,1,69,Low,6,On-time,1904.7898589557203,2.21,user1007@demo.net
sdv-id-NGhBZV,0,1,0,0,29,1,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),71.73,4093.81,0,62,High,1,On-time,1222.1592120091625,2.24,user1008@demo.net
sdv-id-dBaxBo,1,0,1,0,37,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,20.72,128.43,0,38,Low,4,On-time,371.2136454618337,1.1,user1009@example.com
sdv-id-YYAZIq,0,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.6,1328.7,1,75,Low,2,On-time,721.2069001121962,1.35,user1010@test.org
sdv-id-qtGwPe,0,0,0,0,58,1,1,DSL,1,1,1,1,1,1,Month-to-month,0,Electronic check,84.59,3694.33,0,22,Low,1,On-time,764.3830681986301,1.04,user1011@example.com
sdv-id-vDBctm,1,0,0,0,19,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Mailed check,87.71,4017.58,0,24,Low,2,On-time,2427.8949881144727,3.77,user1012@gmail.com
sdv-id-RdVwSx,0,1,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,66.28,166.58,1,64,Low,2,Late,81.26842421545176,1.8,user1013@demo.net
sdv-id-DRTVSM,0,1,1,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,83.6,96.87,1,78,Low,6,Late,2559.71671631612,1.28,user1014@gmail.com
sdv-id-nGzrmM,1,0,1,0,19,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,23.83,257.65,0,38,Low,7,On-time,1078.109744825973,4.53,user1015@demo.net
sdv-id-LaiONx,1,1,1,1,52,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),77.86,1388.37,0,67,High,8,On-time,1202.7108283327034,3.22,user1016@test.org
sdv-id-nmLbWX,1,0,1,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.64,108.63,0,32,Low,8,On-time,2027.3992173068027,1.62,user1017@demo.net
sdv-id-xRUjhY,0,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,21.2,933.88,0,27,Low,1,On-time,864.694192190652,1.49,user1018@gmail.com
sdv-id-PwRcXf,0,0,0,0,7,1,0,DSL,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),78.2,2005.08,0,41,Low,6,On-time,2490.9935966720705,4.27,user1019@sample.com
sdv-id-mJsWEl,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.25,69.99,0,29,Low,8,On-time,1547.4775543348105,1.89,user1020@demo.net
sdv-id-sIhjZW,1,0,0,0,62,0,0,DSL,0,0,1,0,0,0,One year,0,Mailed check,30.83,399.41,0,29,Low,4,On-time,1498.770560890843,2.15,user1021@gmail.com
sdv-id-TLBewX,1,0,1,0,64,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),19.55,1207.9,0,54,High,6,On-time,2971.3673834705637,2.02,user1022@gmail.com
sdv-id-BfsJEk,1,0,1,0,57,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.49,6390.85,0,38,Low,0,Late,1421.1972145802356,2.85,user1023@gmail.com
sdv-id-XUszkR,1,0,1,1,8,1,0,DSL,1,0,1,1,0,0,Month-to-month,0,Bank transfer (automatic),55.58,1563.17,0,20,Low,1,On-time,1978.2111442676799,3.43,user1024@test.org
sdv-id-wipDaF,1,0,0,0,46,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),23.88,1027.04,0,44,Low,0,On-time,2130.5985194914983,2.53,user1025@demo.net
sdv-id-WQysMA,1,1,0,0,5,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,58.35,193.2,0,75,High,7,On-time,2193.6033048661056,4.35,user1026@gmail.com
sdv-id-XpYqaT,1,0,0,0,57,0,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),46.52,289.7,0,43,Low,0,On-time,3024.9313038356204,3.51,user1027@sample.com
sdv-id-gWiqew,1,1,0,0,8,0,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,44.63,484.39,0,70,High,1,On-time,1822.8787885641498,1.79,user1028@demo.net
sdv-id-QCEUXD,0,0,1,1,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.47,1567.23,0,41,Low,8,On-time,5344.197419256189,1.56,user1029@sample.com
sdv-id-zyuBXF,1,0,0,0,70,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),22.46,1303.53,0,23,Low,3,On-time,713.9404971562891,2.49,user1030@example.com
sdv-id-vJoJKV,1,0,1,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),22.31,6803.58,0,41,High,8,On-time,3206.645262062453,3.99,user1031@test.org
